supplementary_information_id,criterion_id,kind,applicable_to,text,source_document
OPS-19-SI-01,OPS-19,About the Criteria,OPS-19.01B,"A crash is an incident that leads to a sudden and complete failure of a system or system component. It can be indicative of a larger problem, such as an attempted DDoS attack or an unmitigated vulnerability. A crash file is the dump of a system’s execution state, usually including contents of its storage or registers at the time of the crash (e.g. memory dump). Criteria for determining when an incident or crash triggering Security Incident Management (SIM) processes can include, but are not limited to, the incident or crash resulting in one or more of the following: 1. Failure to uphold internal security policies, contractual agreements or relevant legal and regulatory requirements; 2. Unauthorised access to cloud service customer data or system components used to provide the cloud service in the production environment; 3. Loss or exfiltration of cloud service customer data; 4. Unauthorised changes to system components used to provide the cloud service in the production environment; and 5. Failure to uphold the availability requirements contained in the service level agreement.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-20-SI-01,OPS-20,Complementary Customer Criteria,,"– Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-01,OPS-22,About the Criteria,"OPS-22.01B, OPS-22.02B, OPS-22.03B, OPS-22.04B, OPS-22.05B, OPS-22.06B, OPS-22.07B, OPS-22.08B, OPS-22.01AS, OPS-22.02AS, OPS-22.03AS, OPS-22.01AC, OPS-22.02AC, OPS-22.03AC, OPS-22.04AC, OPS-22.05AC","See section ‘1.2 Definitions’ for the terms ‘penetration test’ and ‘significant change’. In contrast to vulnerability scans, which analyse code, penetration tests as referred to in this criterion mainly aim at probing the live system to uncover real-world vulnerabilities or weaknesses that only show up in the actual operation of the cloud service, thus creating the connection to criterion OPS-18. There are three types of penetration tests: 1. Black-box testing: Testing performed without prior knowledge of the internal structure/design/implementation of the object being tested; 2. Grey-box testing: Testing performed with partial knowledge of the internal structure/design/implementation of the object being tested; and 3. White-box testing: Testing performed with knowledge of the internal structure/design/implementation of the object being tested. It can further be distinguished between 1. Pre-launch penetration testing: Testing already performed as part of the software development process during the test phase of the cloud service (cf. DEV-07); and 2. Post-launch penetration testing: Testing carried out during the regular operations of the cloud service. Significant changes may include, but are not limited to, the following events: 1. Replacing core cloud infrastructure technologies or performing major version upgrades; 2. Moving between service organisations, such as switching to a new IaaS or data centre provider; 3. Material changes in the way cloud service customer data is processed and stored, such as new backup technologies or new regions from which the service is operated; 4. Replacing or performing major upgrades on security technologies such as authentication workflows, network security mechanisms or monitoring mechanisms; and 5. Material changes to the cloud service model or of functionality made available to the cloud service customer.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-02,OPS-22,About the Criteria,"OPS-22.01B, OPS-22.01AS","The qualification and competence of personnel for penetration tests can be verified based on professional certifications, e.g. as BSI-certified IS penetration tester or CREST-certified Cyber Security Professional.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-03,OPS-22,About the Criteria,"OPS-22.02B, OPS-22.02AS","How many penetration tests should be performed within a year depends on factors such as the size and complexity of the provided cloud service. If penetration tests follow multi-year test plans, these should be considered when determining the number and types of penetration tests to be performed within a year. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-04,OPS-22,About the Criteria,"OPS-22.03B, OPS-22.03AS",The risk assessment should be used to identify the system components that are most critical for the provision of the cloud service or most relevant for penetration testing.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-05,OPS-22,About the Criteria,"OPS-22.03B, OPS-22.05B",System components relevant to the provision of the cloud service in the area of responsibility of the cloud service provider can comprise such system components that are exposed at the external perimeter of the network or components accessible only from inside the network.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-22-SI-06,OPS-22,About the Criteria,OPS-22.04AC,"This subcriterion is only applicable if subcriterion OPS-22.03AS is applied as well. The risk-based scoping ensures that penetration tests focus on the areas most susceptible to security threats, improves business alignment and collaboration, and provides clear technical insight into which components require testing beyond standard risk evaluation. For the threat modelling process, a structured threat modelling approach such as STRIDE, DREAD, PASTA, or hybrid methodologies tailored for cloud environments can be used.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-23-SI-01,OPS-23,About the Criteria,OPS-23.01B,"The assessment of the suitability, appropriateness and effectiveness of procedures for managing vulnerabilities and incidents may be based on the following information: 1. Regular reporting of KPIs (Key Performance Indicators) that are volume, time-based or resolution/quality-based; Basic Criteria, Additional Criteria, Supplementary Information 2. Customer complaints or the results of customer surveys about their satisfaction with the procedures; and 3. Results of internal or external audits. KPIs for vulnerabilities include, for example: 1. Mean Time to Detect (MTTD, average time it takes to discover a vulnerability from its disclosure or creation); 2. Mean Time to Remediate (MTTR, average time it takes to fix or patch a vulnerability after it has been detected); 3. Number of open vulnerabilities at each severity level; and 4. Percentage of vulnerabilities that have been patched within a set period. KPIs for incidents include, for example: 1. Number of incidents reported over a set period and how this evolved over the time; 2. Average response and resolution time; 3. Percentage of incidents resolved within the agreed-upon service level agreement; and 4. Percentage of incidents resolved during the first attempt for resolution.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-24-SI-01,OPS-24,Complementary Customer Criteria,,"Cloud service customers ensure with suitable controls that they receive notifications from the cloud service provider regarding incidents that affect them, and that these notifications are forwarded in a timely manner to the department responsible for processing them so that appropriate action can be taken. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
