item_id,parent_id,parent_type,item_label,item_text,source_document
AC-19-a,AC-19,Control,a.,"Establish configuration requirements, connection requirements, and implementation guidance for organization-controlled mobile devices, to include when such devices are outside of controlled areas; and",NIST SP 800-53r5
AC-19-b,AC-19,Control,b.,Authorize the connection of mobile devices to organizational systems.,NIST SP 800-53r5
AC-19(4)-a,AC-19(4),ControlEnhancement,(a),"Prohibit the use of unclassified mobile devices in facilities containing systems processing, storing, or transmitting classified information unless specifically permitted by the authorizing official; and",NIST SP 800-53r5
AC-19(4)-b,AC-19(4),ControlEnhancement,(b),"Enforce the following restrictions on individuals permitted by the authorizing official to use unclassified mobile devices in facilities containing systems processing, storing, or transmitting classified information:",NIST SP 800-53r5
AC-19(4)-b-1,AC-19(4)-b,ControlItem,(1),Connection of unclassified mobile devices to classified systems is prohibited;,NIST SP 800-53r5
AC-19(4)-b-2,AC-19(4)-b,ControlItem,(2),Connection of unclassified mobile devices to unclassified systems requires approval from the authorizing official;,NIST SP 800-53r5
AC-19(4)-b-3,AC-19(4)-b,ControlItem,(3),Use of internal or external modems or wireless interfaces within the unclassified mobile devices is prohibited; and,NIST SP 800-53r5
AC-19(4)-b-4,AC-19(4)-b,ControlItem,(4),"Unclassified mobile devices and the information stored on those devices are subject to random reviews and inspections by [Assignment: organization-defined security officials], and if classified information is found, the incident handling policy is followed.",NIST SP 800-53r5
AC-19(4)-c,AC-19(4),ControlEnhancement,(c),Restrict the connection of classified mobile devices to classified systems in accordance with [Assignment: organization-defined security policies].,NIST SP 800-53r5
AC-20-a,AC-20,Control,a.,"[Selection (one or more): Establish [Assignment: organization-defined terms and conditions]; Identify [Assignment: organization-defined controls asserted to be implemented on external systems]], consistent with the trust relationships established with other organizations owning, operating, and/or maintaining external systems, allowing authorized individuals to:",NIST SP 800-53r5
AC-20-a-1,AC-20-a,ControlItem,1.,Access the system from external systems; and,NIST SP 800-53r5
AC-20-a-2,AC-20-a,ControlItem,2.,"Process, store, or transmit organization-controlled information using external systems; or",NIST SP 800-53r5
AC-20-b,AC-20,Control,b.,Prohibit the use of [Assignment: organizationally-defined types of external systems].,NIST SP 800-53r5
AC-20(1)-a,AC-20(1),ControlEnhancement,(a),Verification of the implementation of controls on the external system as specified in the organization’s security and privacy policies and security and privacy plans; or,NIST SP 800-53r5
AC-20(1)-b,AC-20(1),ControlEnhancement,(b),Retention of approved system connection or processing agreements with the organizational entity hosting the external system.,NIST SP 800-53r5
AC-21-a,AC-21,Control,a.,Enable authorized users to determine whether access authorizations assigned to a sharing partner match the information’s access and use restrictions for [Assignment: organization-defined information sharing circumstances where user discretion is required]; and,NIST SP 800-53r5
AC-21-b,AC-21,Control,b.,Employ [Assignment: organization-defined automated mechanisms or manual processes] to assist users in making information sharing and collaboration decisions.,NIST SP 800-53r5
AC-22-a,AC-22,Control,a.,Designate individuals authorized to make information publicly accessible;,NIST SP 800-53r5
AC-22-b,AC-22,Control,b.,Train authorized individuals to ensure that publicly accessible information does not contain nonpublic information;,NIST SP 800-53r5
AC-22-c,AC-22,Control,c.,Review the proposed content of information prior to posting onto the publicly accessible system to ensure that nonpublic information is not included; and,NIST SP 800-53r5
AC-22-d,AC-22,Control,d.,"Review the content on the publicly accessible system for nonpublic information [Assignment: organization-defined frequency] and remove such information, if discovered.",NIST SP 800-53r5
AT-1-a,AT-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5
AT-1-a-1,AT-1-a,ControlItem,1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] awareness and training policy that:,NIST SP 800-53r5
AT-1-a-1-a,AT-1-a-1,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5
AT-1-a-1-b,AT-1-a-1,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5
AT-1-a-2,AT-1-a,ControlItem,2.,Procedures to facilitate the implementation of the awareness and training policy and the associated awareness and training controls;,NIST SP 800-53r5
AT-1-b,AT-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the awareness and training policy and procedures; and",NIST SP 800-53r5
AT-1-c,AT-1,Control,c.,Review and update the current awareness and training:,NIST SP 800-53r5
AT-1-c-1,AT-1-c,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
AT-1-c-2,AT-1-c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
AT-2-a,AT-2,Control,a.,"Provide security and privacy literacy training to system users (including managers, senior executives, and contractors):",NIST SP 800-53r5
AT-2-a-1,AT-2-a,ControlItem,1.,As part of initial training for new users and [Assignment: organization-defined frequency] thereafter; and,NIST SP 800-53r5
AT-2-a-2,AT-2-a,ControlItem,2.,When required by system changes or following [Assignment: organization-defined events];,NIST SP 800-53r5
AT-2-b,AT-2,Control,b.,Employ the following techniques to increase the security and privacy awareness of system users [Assignment: organization-defined awareness techniques];,NIST SP 800-53r5
AT-2-c,AT-2,Control,c.,Update literacy training and awareness content [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
AT-2-d,AT-2,Control,d.,Incorporate lessons learned from internal or external security incidents or breaches into literacy training and awareness techniques.,NIST SP 800-53r5
AT-2(6)-a,AT-2(6),ControlEnhancement,(a),Provide literacy training on the cyber threat environment; and,NIST SP 800-53r5
AT-2(6)-b,AT-2(6),ControlEnhancement,(b),Reflect current cyber threat information in system operations.,NIST SP 800-53r5
AT-3-a,AT-3,Control,a.,Provide role-based security and privacy training to personnel with the following roles and responsibilities: [Assignment: organization-defined roles and responsibilities]:,NIST SP 800-53r5
AT-3-a-1,AT-3-a,ControlItem,1.,"Before authorizing access to the system, information, or performing assigned duties, and [Assignment: organization-defined frequency] thereafter; and",NIST SP 800-53r5
AT-3-a-2,AT-3-a,ControlItem,2.,When required by system changes;,NIST SP 800-53r5
AT-3-b,AT-3,Control,b.,Update role-based training content [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
AT-3-c,AT-3,Control,c.,Incorporate lessons learned from internal or external security incidents or breaches into role-based training.,NIST SP 800-53r5
AT-4-a,AT-4,Control,a.,"Document and monitor information security and privacy training activities, including security and privacy awareness training and specific role-based security and privacy training; and",NIST SP 800-53r5
AT-4-b,AT-4,Control,b.,Retain individual training records for [Assignment: organization-defined time period].,NIST SP 800-53r5
AU-1-a,AU-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5
AU-1-a-1,AU-1-a,ControlItem,1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] audit and accountability policy that:,NIST SP 800-53r5
AU-1-a-1-a,AU-1-a-1,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5
AU-1-a-1-b,AU-1-a-1,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5
AU-1-a-2,AU-1-a,ControlItem,2.,Procedures to facilitate the implementation of the audit and accountability policy and the associated audit and accountability controls;,NIST SP 800-53r5
AU-1-b,AU-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the audit and accountability policy and procedures; and",NIST SP 800-53r5
AU-1-c,AU-1,Control,c.,Review and update the current audit and accountability:,NIST SP 800-53r5
AU-1-c-1,AU-1-c,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
AU-1-c-2,AU-1-c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
AU-2-a,AU-2,Control,a.,Identify the types of events that the system is capable of logging in support of the audit function: [Assignment: organization-defined event types that the system is capable of logging];,NIST SP 800-53r5
AU-2-b,AU-2,Control,b.,Coordinate the event logging function with other organizational entities requiring audit-related information to guide and inform the selection criteria for events to be logged;,NIST SP 800-53r5
AU-2-c,AU-2,Control,c.,Specify the following event types for logging within the system: [Assignment: organization-defined event types (subset of the event types defined in AU-2a.) along with the frequency of (or situation requiring) logging for each identified event type];,NIST SP 800-53r5
AU-2-d,AU-2,Control,d.,Provide a rationale for why the event types selected for logging are deemed to be adequate to support after-the-fact investigations of incidents; and,NIST SP 800-53r5
AU-2-e,AU-2,Control,e.,Review and update the event types selected for logging [Assignment: organization-defined frequency].,NIST SP 800-53r5
AU-3-a,AU-3,Control,a.,What type of event occurred;,NIST SP 800-53r5
AU-3-b,AU-3,Control,b.,When the event occurred;,NIST SP 800-53r5
AU-3-c,AU-3,Control,c.,Where the event occurred;,NIST SP 800-53r5
AU-3-d,AU-3,Control,d.,Source of the event;,NIST SP 800-53r5
AU-3-e,AU-3,Control,e.,Outcome of the event; and,NIST SP 800-53r5
AU-3-f,AU-3,Control,f.,"Identity of any individuals, subjects, or objects/entities associated with the event.",NIST SP 800-53r5
AU-5-a,AU-5,Control,a.,Alert [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period] in the event of an audit logging process failure; and,NIST SP 800-53r5
AU-5-b,AU-5,Control,b.,Take the following additional actions: [Assignment: organization-defined additional actions].,NIST SP 800-53r5
AU-6-a,AU-6,Control,a.,Review and analyze system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity] and the potential impact of the inappropriate or unusual activity;,NIST SP 800-53r5
AU-6-b,AU-6,Control,b.,Report findings to [Assignment: organization-defined personnel or roles]; and,NIST SP 800-53r5
AU-6-c,AU-6,Control,c.,"Adjust the level of audit record review, analysis, and reporting within the system when there is a change in risk based on law enforcement information, intelligence information, or other credible sources of information.",NIST SP 800-53r5
AU-7-a,AU-7,Control,a.,"Supports on-demand audit record review, analysis, and reporting requirements and after-the-fact investigations of incidents; and",NIST SP 800-53r5
AU-7-b,AU-7,Control,b.,Does not alter the original content or time ordering of audit records.,NIST SP 800-53r5
AU-8-a,AU-8,Control,a.,Use internal system clocks to generate time stamps for audit records; and,NIST SP 800-53r5
AU-8-b,AU-8,Control,b.,"Record time stamps for audit records that meet [Assignment: organization-defined granularity of time measurement] and that use Coordinated Universal Time, have a fixed local time offset from Coordinated Universal Time, or that include the local time offset as part of the time stamp.",NIST SP 800-53r5
AU-9-a,AU-9,Control,a.,"Protect audit information and audit logging tools from unauthorized access, modification, and deletion; and",NIST SP 800-53r5
AU-9-b,AU-9,Control,b.,"Alert [Assignment: organization-defined personnel or roles] upon detection of unauthorized access, modification, or deletion of audit information.",NIST SP 800-53r5
AU-10(1)-a,AU-10(1),ControlEnhancement,(a),Bind the identity of the information producer with the information to [Assignment: organization-defined strength of binding]; and,NIST SP 800-53r5
AU-10(1)-b,AU-10(1),ControlEnhancement,(b),Provide the means for authorized individuals to determine the identity of the producer of the information.,NIST SP 800-53r5
AU-10(2)-a,AU-10(2),ControlEnhancement,(a),Validate the binding of the information producer identity to the information at [Assignment: organization-defined frequency]; and,NIST SP 800-53r5
AU-10(2)-b,AU-10(2),ControlEnhancement,(b),Perform [Assignment: organization-defined actions] in the event of a validation error.,NIST SP 800-53r5
AU-10(4)-a,AU-10(4),ControlEnhancement,(a),Validate the binding of the information reviewer identity to the information at the transfer or release points prior to release or transfer between [Assignment: organization-defined security domains]; and,NIST SP 800-53r5
AU-10(4)-b,AU-10(4),ControlEnhancement,(b),Perform [Assignment: organization-defined actions] in the event of a validation error.,NIST SP 800-53r5
AU-12-a,AU-12,Control,a.,Provide audit record generation capability for the event types the system is capable of auditing as defined in AU-2a on [Assignment: organization-defined system components];,NIST SP 800-53r5
AU-12-b,AU-12,Control,b.,Allow [Assignment: organization-defined personnel or roles] to select the event types that are to be logged by specific components of the system; and,NIST SP 800-53r5
AU-12-c,AU-12,Control,c.,Generate audit records for the event types defined in AU-2c that include the audit record content defined in AU-3.,NIST SP 800-53r5
AU-13-a,AU-13,Control,a.,Monitor [Assignment: organization-defined open-source information and/or information sites] [Assignment: organization-defined frequency] for evidence of unauthorized disclosure of organizational information; and,NIST SP 800-53r5
AU-13-b,AU-13,Control,b.,If an information disclosure is discovered:,NIST SP 800-53r5
AU-13-b-1,AU-13-b,ControlItem,1.,Notify [Assignment: organization-defined personnel or roles]; and,NIST SP 800-53r5
AU-13-b-2,AU-13-b,ControlItem,2.,Take the following additional actions: [Assignment: organization-defined additional actions].,NIST SP 800-53r5
AU-14-a,AU-14,Control,a.,Provide and implement the capability for [Assignment: organization-defined users or roles] to [Selection (one or more): record; view; hear; log] the content of a user session under [Assignment: organization-defined circumstances]; and,NIST SP 800-53r5
AU-14-b,AU-14,Control,b.,"Develop, integrate, and use session auditing activities in consultation with legal counsel and in accordance with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines.",NIST SP 800-53r5
CA-1-a,CA-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5
CA-1-a-1,CA-1-a,ControlItem,1.,"[Selection (one or more): Organization-level; Mission/business process-level; System-level] assessment, authorization, and monitoring policy that:",NIST SP 800-53r5
CA-1-a-1-a,CA-1-a-1,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5
CA-1-a-1-b,CA-1-a-1,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5
CA-1-a-2,CA-1-a,ControlItem,2.,"Procedures to facilitate the implementation of the assessment, authorization, and monitoring policy and the associated assessment, authorization, and monitoring controls;",NIST SP 800-53r5
CA-1-b,CA-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the assessment, authorization, and monitoring policy and procedures; and",NIST SP 800-53r5
CA-1-c,CA-1,Control,c.,"Review and update the current assessment, authorization, and monitoring:",NIST SP 800-53r5
CA-1-c-1,CA-1-c,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5
CA-1-c-2,CA-1-c,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5
CA-2-a,CA-2,Control,a.,Select the appropriate assessor or assessment team for the type of assessment to be conducted;,NIST SP 800-53r5
CA-2-b,CA-2,Control,b.,Develop a control assessment plan that describes the scope of the assessment including:,NIST SP 800-53r5
CA-2-b-1,CA-2-b,ControlItem,1.,Controls and control enhancements under assessment;,NIST SP 800-53r5
CA-2-b-2,CA-2-b,ControlItem,2.,Assessment procedures to be used to determine control effectiveness; and,NIST SP 800-53r5
CA-2-b-3,CA-2-b,ControlItem,3.,"Assessment environment, assessment team, and assessment roles and responsibilities;",NIST SP 800-53r5
CA-2-c,CA-2,Control,c.,Ensure the control assessment plan is reviewed and approved by the authorizing official or designated representative prior to conducting the assessment;,NIST SP 800-53r5
CA-2-d,CA-2,Control,d.,"Assess the controls in the system and its environment of operation [Assignment: organization-defined frequency] to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting established security and privacy requirements;",NIST SP 800-53r5
CA-2-e,CA-2,Control,e.,Produce a control assessment report that document the results of the assessment; and,NIST SP 800-53r5
CA-2-f,CA-2,Control,f.,Provide the results of the control assessment to [Assignment: organization-defined individuals or roles].,NIST SP 800-53r5
CA-3-a,CA-3,Control,a.,Approve and manage the exchange of information between the system and other systems using [Selection (one or more): interconnection security agreements; information exchange security agreements; memoranda of understanding or agreement; service level agreements; user agreements; nondisclosure agreements; [Assignment: organization-defined type of agreement]];,NIST SP 800-53r5
CA-3-b,CA-3,Control,b.,"Document, as part of each exchange agreement, the interface characteristics, security and privacy requirements, controls, and responsibilities for each system, and the impact level of the information communicated; and",NIST SP 800-53r5
CA-3-c,CA-3,Control,c.,Review and update the agreements [Assignment: organization-defined frequency].,NIST SP 800-53r5
CA-3(7)-a,CA-3(7),ControlEnhancement,(a),Identify transitive (downstream) information exchanges with other systems through the systems identified in CA-3a; and,NIST SP 800-53r5
CA-3(7)-b,CA-3(7),ControlEnhancement,(b),Take measures to ensure that transitive (downstream) information exchanges cease when the controls on identified transitive (downstream) systems cannot be verified or validated.,NIST SP 800-53r5
CA-5-a,CA-5,Control,a.,Develop a plan of action and milestones for the system to document the planned remediation actions of the organization to correct weaknesses or deficiencies noted during the assessment of the controls and to reduce or eliminate known vulnerabilities in the system; and,NIST SP 800-53r5
CA-5-b,CA-5,Control,b.,"Update existing plan of action and milestones [Assignment: organization-defined frequency] based on the findings from control assessments, independent audits or reviews, and continuous monitoring activities.",NIST SP 800-53r5
CA-6-a,CA-6,Control,a.,Assign a senior official as the authorizing official for the system;,NIST SP 800-53r5
CA-6-b,CA-6,Control,b.,Assign a senior official as the authorizing official for common controls available for inheritance by organizational systems;,NIST SP 800-53r5
CA-6-c,CA-6,Control,c.,"Ensure that the authorizing official for the system, before commencing operations:",NIST SP 800-53r5
CA-6-c-1,CA-6-c,ControlItem,1.,Accepts the use of common controls inherited by the system; and,NIST SP 800-53r5
CA-6-c-2,CA-6-c,ControlItem,2.,Authorizes the system to operate;,NIST SP 800-53r5
CA-6-d,CA-6,Control,d.,Ensure that the authorizing official for common controls authorizes the use of those controls for inheritance by organizational systems;,NIST SP 800-53r5
CA-6-e,CA-6,Control,e.,Update the authorizations [Assignment: organization-defined frequency].,NIST SP 800-53r5
CA-7-a,CA-7,Control,a.,Establishing the following system-level metrics to be monitored: [Assignment: organization-defined system-level metrics];,NIST SP 800-53r5
CA-7-b,CA-7,Control,b.,Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness;,NIST SP 800-53r5
CA-7-c,CA-7,Control,c.,Ongoing control assessments in accordance with the continuous monitoring strategy;,NIST SP 800-53r5
CA-7-d,CA-7,Control,d.,Ongoing monitoring of system and organization-defined metrics in accordance with the continuous monitoring strategy;,NIST SP 800-53r5
CA-7-e,CA-7,Control,e.,Correlation and analysis of information generated by control assessments and monitoring;,NIST SP 800-53r5
CA-7-f,CA-7,Control,f.,Response actions to address results of the analysis of control assessment and monitoring information; and,NIST SP 800-53r5
CA-7-g,CA-7,Control,g.,Reporting the security and privacy status of the system to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].,NIST SP 800-53r5
CA-7(4)-a,CA-7(4),ControlEnhancement,(a),Effectiveness monitoring;,NIST SP 800-53r5
CA-7(4)-b,CA-7(4),ControlEnhancement,(b),Compliance monitoring; and Change monitoring. (c),NIST SP 800-53r5
CA-9-a,CA-9,Control,a.,Authorize internal connections of [Assignment: organization-defined system components or classes of components] to the system;,NIST SP 800-53r5
CA-9-b,CA-9,Control,b.,"Document, for each internal connection, the interface characteristics, security and privacy requirements, and the nature of the information communicated;",NIST SP 800-53r5
CA-9-c,CA-9,Control,c.,Terminate internal system connections after [Assignment: organization-defined conditions]; and,NIST SP 800-53r5
CA-9-d,CA-9,Control,d.,Review [Assignment: organization-defined frequency] the continued need for each internal connection.,NIST SP 800-53r5
CM-1::a.,CM-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST.SP.800-53r5.pdf
CM-1::a.::1.,CM-1::a.,ControlItem,1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] configuration management policy that:,NIST.SP.800-53r5.pdf
CM-1::a.::1.::(a),CM-1::a.::1.,ControlItem,(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST.SP.800-53r5.pdf
CM-1::a.::1.::(b),CM-1::a.::1.,ControlItem,(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST.SP.800-53r5.pdf
CM-1::a.::2.,CM-1::a.,ControlItem,2.,Procedures to facilitate the implementation of the configuration management policy and the associated configuration management controls;,NIST.SP.800-53r5.pdf
CM-1::b.,CM-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the configuration management policy and procedures; and",NIST.SP.800-53r5.pdf
CM-1::c.,CM-1,Control,c.,Review and update the current configuration management:,NIST.SP.800-53r5.pdf
CM-1::c.::1.,CM-1::c.,ControlItem,1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST.SP.800-53r5.pdf
CM-1::c.::2.,CM-1::c.,ControlItem,2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST.SP.800-53r5.pdf
CM-2::a.,CM-2,Control,a.,"Develop, document, and maintain under configuration control, a current baseline configuration of the system; and",NIST.SP.800-53r5.pdf
CM-2::b.,CM-2,Control,b.,Review and update the baseline configuration of the system:,NIST.SP.800-53r5.pdf
CM-2::b.::1.,CM-2::b.,ControlItem,1.,[Assignment: organization-defined frequency];,NIST.SP.800-53r5.pdf
CM-2::b.::2.,CM-2::b.,ControlItem,2.,When required due to [Assignment: organization-defined circumstances]; and,NIST.SP.800-53r5.pdf
CM-2::b.::3.,CM-2::b.,ControlItem,3.,When system components are installed or upgraded.,NIST.SP.800-53r5.pdf
CM-2(7)::(a),CM-2(7),ControlEnhancement,(a),Issue [Assignment: organization-defined systems or system components] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and,NIST.SP.800-53r5.pdf
CM-2(7)::(b),CM-2(7),ControlEnhancement,(b),Apply the following controls to the systems or components when the individuals return from travel: [Assignment: organization-defined controls].,NIST.SP.800-53r5.pdf
CM-3::a.,CM-3,Control,a.,Determine and document the types of changes to the system that are configuration-controlled;,NIST.SP.800-53r5.pdf
CM-3::b.,CM-3,Control,b.,Review proposed configuration-controlled changes to the system and approve or disapprove such changes with explicit consideration for security and privacy impact analyses;,NIST.SP.800-53r5.pdf
CM-3::c.,CM-3,Control,c.,Document configuration change decisions associated with the system;,NIST.SP.800-53r5.pdf
CM-3::d.,CM-3,Control,d.,Implement approved configuration-controlled changes to the system;,NIST.SP.800-53r5.pdf
CM-3::e.,CM-3,Control,e.,Retain records of configuration-controlled changes to the system for [Assignment: organization-defined time period];,NIST.SP.800-53r5.pdf
CM-3::f.,CM-3,Control,f.,Monitor and review activities associated with configuration-controlled changes to the system; and,NIST.SP.800-53r5.pdf
CM-3::g.,CM-3,Control,g.,Coordinate and provide oversight for configuration change control activities through [Assignment: organization-defined configuration change control element] that convenes [Selection (one or more): [Assignment: organization-defined frequency]; when [Assignment: organization-defined configuration change conditions]].,NIST.SP.800-53r5.pdf
CM-3(1)::(a),CM-3(1),ControlEnhancement,(a),Document proposed changes to the system;,NIST.SP.800-53r5.pdf
CM-3(1)::(b),CM-3(1),ControlEnhancement,(b),Notify [Assignment: organization-defined approval authorities] of proposed changes to the system and request change approval;,NIST.SP.800-53r5.pdf
CM-3(1)::(c),CM-3(1),ControlEnhancement,(c),Highlight proposed changes to the system that have not been approved or disapproved within [Assignment: organization-defined time period];,NIST.SP.800-53r5.pdf
