point_of_focus_id,criterion_ref,sequence,name,text,applicability,subgrouping,source_document
POF-PI1.2-POF01,PI1.2,1,Defines Characteristics of Processing Inputs,Defines Characteristics of Processing Inputs — The characteristics of processing inputs that are necessary to meet requirements are defined.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.2-POF02,PI1.2,2,Evaluates Processing Inputs,Evaluates Processing Inputs — Processing inputs are evaluated for compliance with defined input requirements.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.2-POF03,PI1.2,3,Creates and Maintains Records of System Inputs,Creates and Maintains Records of System Inputs — Records of system input activities are created and maintained completely and accurately in a timely manner.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.3-POF01,PI1.3,1,Defines Processing Specifications,Defines Processing Specifications — The processing specifications that are necessary to meet product or service requirements are defined.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.3-POF02,PI1.3,2,Defines Processing Activities,Defines Processing Activities — Processing activities are defined to result in products or services that meet specifications.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.3-POF03,PI1.3,3,Detects and Corrects Production Errors,Detects and Corrects Production Errors — Errors in the production process are detected and corrected in a timely manner.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.3-POF04,PI1.3,4,Records System Processing Activities,Records System Processing Activities — System processing activities are recorded completely and accurately in a timely manner.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.3-POF05,PI1.3,5,Processes Inputs,"Processes Inputs — Inputs are processed completely, accurately, and timely as authorized in accordance with defined processing activities.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.4-POF01,PI1.4,1,Protects Output,"Protects Output — Output is protected when stored or delivered, or both, to prevent theft, destruction, corruption, or deterioration that would prevent output from meeting specifications.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.4-POF02,PI1.4,2,Distributes Output Only to Intended Parties,Distributes Output Only to Intended Parties — Output is distributed or made available only to intended parties.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.4-POF03,PI1.4,3,Distributes Output Completely and Accurately,"Distributes Output Completely and Accurately — Procedures are in place to provide for the completeness, accuracy, and timeliness of distributed output.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.4-POF04,PI1.4,4,Creates and Maintains Records of System Output Activities,Creates and Maintains Records of System Output Activities — Records of system output activities are created and maintained completely and accurately in a timely manner.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.5-POF01,PI1.5,1,Protects Stored Items,"Protects Stored Items — Stored items are protected to prevent theft, corruption, destruction, or deterioration that would prevent output from meeting specifications.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.5-POF02,PI1.5,2,Archives and Protects System Records,"Archives and Protects System Records — System records are archived and archives are protected against theft, corruption, destruction, or deterioration that would prevent them from being used.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.5-POF03,PI1.5,3,Stores Data Completely and Accurately,"Stores Data Completely and Accurately — Procedures are in place to provide for the complete, accurate, and timely storage of data.","The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.5-POF04,PI1.5,4,Creates and Maintains Records of System Storage Activities,Creates and Maintains Records of System Storage Activities — Records of system storage activities are created and maintained completely and accurately in a timely manner.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P1.1-POF01,P1.1,1,Communicates to Data Subjects,"Communicates to Data Subjects — Notice is provided to data subjects regarding the following: — Purpose for collecting personal information — Choice and consent — Types of personal information collected — Methods of collection (for example, use of cookies or other tracking techniques) — Use, retention, and disposal — Access — Disclosure to third parties — Security for privacy — Quality, including data subjects’ responsibilities for quality — Monitoring and enforcement If personal information is collected from sources other than the individual, such sources are described in the privacy notice.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P1.1-POF02,P1.1,2,Provides Notice to Data Subjects,"Provides Notice to Data Subjects — Notice is provided to data subjects (1) at or before the time personal information is collected or as soon as practical thereafter, (2) at or before the entity changes its privacy notice or as soon as practical thereafter, or (3) before personal information is used for new purposes not previously identified.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P1.1-POF03,P1.1,3,Covers Entities and Activities in Notice,Covers Entities and Activities in Notice — An objective description of the entities and activities covered is included in the entity’s privacy notice.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P1.1-POF04,P1.1,4,Uses Clear and Conspicuous Language,Uses Clear and Conspicuous Language — The entity’s privacy notice is conspicuous and uses clear language.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF01,P2.1,1,Communicates to Data Subjects,"Communicates to Data Subjects — Data subjects are informed (a) about the choices available to them with respect to the collection, use, and disclosure of personal information and (b) that implicit or explicit consent is required to collect, use, and disclose personal information, unless a law or regulation specifically requires or allows otherwise.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF02,P2.1,2,Communicates Consequences of Denying or Withdrawing Consent,"Communicates Consequences of Denying or Withdrawing Consent — When personal information is collected, data subjects are informed of the consequences of refusing to provide personal information or denying or withdrawing consent to use personal information for purposes identified in the notice.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF03,P2.1,3,Obtains Implicit or Explicit Consent,Obtains Implicit or Explicit Consent — Implicit or explicit consent is obtained from data subjects at or before the time personal information is collected or soon thereafter. The individual’s preferences expressed in his or her consent are confirmed and implemented.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF04,P2.1,4,Documents and Obtains Consent for New Purposes and Uses,"Documents and Obtains Consent for New Purposes and Uses — If information that was previously collected is to be used for purposes not previously identified in the privacy notice, the new purpose is documented, the data subject is notified, and implicit or explicit consent is obtained prior to such new use or purpose.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF05,P2.1,5,Obtains Explicit Consent for Sensitive Information,"Obtains Explicit Consent for Sensitive Information — Explicit consent is obtained directly from the data subject when sensitive personal information is collected, used, or disclosed, unless a law or regulation specifically requires otherwise.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P2.1-POF06,P2.1,6,Obtains Consent for Data Transfers,Obtains Consent for Data Transfers — Consent is obtained before personal information is transferred to or from an individual’s computer or other similar device.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.1-POF01,P3.1,1,Limits the Collection of Personal Information,Limits the Collection of Personal Information — The collection of personal information is limited to that necessary to meet the entity’s objectives.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.1-POF02,P3.1,2,Collects Information by Fair and Lawful Means,"Collects Information by Fair and Lawful Means — Methods of collecting personal information are reviewed by management before they are implemented to confirm that personal information is obtained (a) fairly, without intimidation or deception, and (b) lawfully, adhering to all relevant rules of law, whether derived from statute or common law, relating to the collection of personal information.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.1-POF03,P3.1,3,Collects Information From Reliable Sources,"Collects Information From Reliable Sources — Management confirms that third parties from whom personal information is collected (that is, sources other than the individual) are reliable sources that collect information fairly and lawfully.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.1-POF04,P3.1,4,Informs Data Subjects When Additional Information Is Acquired,Informs Data Subjects When Additional Information Is Acquired — Data subjects are informed if the entity develops or acquires additional information about them for its use.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.2-POF01,P3.2,1,Obtains Explicit Consent for Sensitive Information,"Obtains Explicit Consent for Sensitive Information — Explicit consent is obtained directly from the data subject when sensitive personal information is collected, used, or disclosed, unless a law or regulation specifically requires otherwise.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P3.2-POF02,P3.2,2,Documents Explicit Consent to Retain Information,"Documents Explicit Consent to Retain Information — Documentation of explicit consent for the collection, use, or disclosure of sensitive personal information is retained in accordance with objectives related to privacy.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.1-POF01,P4.1,1,Uses Personal Information for Intended Purposes,"Uses Personal Information for Intended Purposes — Personal information is used only for the intended purposes for which it was collected and only when implicit or explicit consent has been obtained, unless a law or regulation specifically requires otherwise.","The following point of focus, which applies only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.2-POF01,P4.2,1,Retains Personal Information,"Retains Personal Information — Personal information is retained for no longer than necessary to fulfill the stated purposes, unless a law or regulation specifically requires otherwise.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.2-POF02,P4.2,2,Protects Personal Information,Protects Personal Information — Policies and procedures have been implemented to protect personal information from erasure or destruction during the specified retention period of the information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.3-POF01,P4.3,1,"Captures, Identifies, and Flags Requests for Deletion","Captures, Identifies, and Flags Requests for Deletion — Requests for deletion of personal information are captured and information related to the requests is identified and flagged for destruction to meet the entity’s objectives related to privacy.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.3-POF02,P4.3,2,"Disposes of, Destroys, and Redacts Personal Information","Disposes of, Destroys, and Redacts Personal Information — Personal information no longer retained is anonymized, disposed of, or destroyed in a manner that prevents loss, theft, misuse, or unauthorized access.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P4.3-POF03,P4.3,3,Destroys Personal Information,Destroys Personal Information — Policies and procedures are implemented to erase or otherwise destroy personal information that has been identified for destruction.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.1-POF01,P5.1,1,Authenticates Data Subjects’ Identity,Authenticates Data Subjects’ Identity — The identity of data subjects who request access to their personal information is authenticated before they are given access to that information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.1-POF02,P5.1,2,Permits Data Subjects Access to Their Personal Information,"Permits Data Subjects Access to Their Personal Information — Data subjects are able to determine whether the entity maintains personal information about them and, upon request, may obtain access to their personal information.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.1-POF03,P5.1,3,Provides Understandable Personal Information Within Reasonable Time,"Provides Understandable Personal Information Within Reasonable Time — Personal information is provided to data subjects in an understandable form, in a reasonable time frame, and at a reasonable cost, if any.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.1-POF04,P5.1,4,Informs Data Subjects If Access Is Denied,"Informs Data Subjects If Access Is Denied — When data subjects are denied access to their personal information, the entity informs them of the denial and the reason for the denial in a timely manner, unless prohibited by law or regulation.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.2-POF01,P5.2,1,Communicates Denial of Access Requests,"Communicates Denial of Access Requests — Data subjects are informed, in writing, of the reason a request for access to their personal information was denied, the source of the entity’s legal right to deny such access, if applicable, and the individual’s right, if any, to challenge such denial, as specifically permitted or required by law or regulation.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.2-POF02,P5.2,2,Permits Data Subjects to Update or Correct Personal Information,Permits Data Subjects to Update or Correct Personal Information — Data subjects are able to update or correct personal information held by the entity. The entity provides such updated or corrected information to third parties that were previously provided with the data subject’s personal information consistent with the entity’s objectives related to privacy.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P5.2-POF03,P5.2,3,Communicates Denial of Correction Requests,"Communicates Denial of Correction Requests — Data subjects are informed, in writing, about the reason a request for correction of personal information was denied and how they may appeal.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.1-POF01,P6.1,1,Communicates Privacy Policies to Third Parties,Communicates Privacy Policies to Third Parties — Privacy policies or other specific instructions or requirements for handling personal information are communicated to third parties to whom personal information is disclosed.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.1-POF02,P6.1,2,Discloses Personal Information Only When Appropriate,"Discloses Personal Information Only When Appropriate — Personal information is disclosed to third parties only for the purposes for which it was collected or created and only when implicit or explicit consent has been obtained from the data subject, unless a law or regulation specifically requires otherwise.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.1-POF03,P6.1,3,Discloses Personal Information Only to Appropriate Third Parties,"Discloses Personal Information Only to Appropriate Third Parties — Personal information is disclosed only to third parties who have agreements with the entity to protect personal information in a manner consistent with the relevant aspects of the entity’s privacy notice or other specific instructions or requirements. The entity has procedures in place to evaluate that the third parties have effective controls to meet the terms of the agreement, instructions, or requirements.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.1-POF04,P6.1,4,Discloses Information to Third Parties for New Purposes and Uses,Discloses Information to Third Parties for New Purposes and Uses — Personal information is disclosed to third parties for new purposes or uses only with the prior implicit or explicit consent of data subjects.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.2-POF01,P6.2,1,Creates and Retains Record of Authorized Disclosures,"Creates and Retains Record of Authorized Disclosures — The entity creates and maintains a record of authorized disclosures of personal information that is complete, accurate, and timely.","The following point of focus, which applies only to an engagement using the trust services criteria for privacy, highlights important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.3-POF01,P6.3,1,Creates and Retains Record of Detected or Reported Unauthorized Disclosures,"Creates and Retains Record of Detected or Reported Unauthorized Disclosures — The entity creates and maintains a record of detected or reported unauthorized disclosures of personal information that is complete, accurate, and timely.","The following point of focus, which applies only to an engagement using the trust services criteria for privacy, highlights important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.4-POF01,P6.4,1,Discloses Personal Information Only to Appropriate Third Parties,"Discloses Personal Information Only to Appropriate Third Parties — Personal information is disclosed only to third parties who have agreements with the entity to protect personal information in a manner consistent with the relevant aspects of the entity’s privacy notice or other specific instructions or requirements. The entity has procedures in place to evaluate that the third parties have effective controls to meet the terms of the agreement, instructions, or requirements.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.4-POF02,P6.4,2,Remediates Misuse of Personal Information by a Third Party,Remediates Misuse of Personal Information by a Third Party — The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.5-POF01,P6.5,1,Remediates Misuse of Personal Information by a Third Party,Remediates Misuse of Personal Information by a Third Party — The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.5-POF02,P6.5,2,Reports Actual or Suspected Unauthorized Disclosures,Reports Actual or Suspected Unauthorized Disclosures — A process exists for obtaining commitments from vendors and other third parties to report to the entity actual or suspected unauthorized disclosures of personal information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.6-POF01,P6.6,1,Remediates Misuse of Personal Information by a Third Party,Remediates Misuse of Personal Information by a Third Party — The entity takes remedial action in response to misuse of personal information by a third party to whom the entity has transferred such information.,"The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.6-POF02,P6.6,2,Provides Notice of Breaches and Incidents,"Provides Notice of Breaches and Incidents — The entity has a process for providing notice of breaches and incidents to affected data subjects, regulators, and others to meet the entity’s objectives related to privacy.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-P6.7-POF01,P6.7,1,Identifies Types of Personal Information and Handling Process,"Identifies Types of Personal Information and Handling Process — The types of personal information and sensitive personal information and the related processes, systems, and third parties involved in the handling of such information are identified.","The following points of focus, which apply only to an engagement using the trust services criteria for privacy, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
