control_id,title,description,domain,weighting,csf_function,solution_count,catalogs,source_document
CFG-05,User-Installed Software,Mechanisms exist to restrict the ability of non-privileged users to install unauthorized software.,Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-05.1,Unauthorized Installation Alerts,Mechanisms exist to configure systems to generate an alert when the unauthorized installation of software is detected. ,Infrastructure & Network Security,8,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-05.2,Restrict Roles Permitted To Install Software,"Mechanisms exist to configure systems to prevent the installation of software, unless the action is performed by a privileged user or service.",Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-06,Configuration Enforcement,"Automated mechanisms exist to monitor, enforce and report on configurations for endpoint devices.",Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-06.1,Integrity Assurance & Enforcement (IAE),Automated mechanisms exist to identify unauthorized deviations from an approved baseline and implement automated resiliency actions to remediate the unauthorized change.,Infrastructure & Network Security,3,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-07,Zero-Touch Provisioning (ZTP),"Mechanisms exist to implement Zero-Touch Provisioning (ZTP), or similar technology, to automatically and securely configure devices upon being added to a network.",Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-08,Sensitive / Regulated Data Access Enforcement,"Mechanisms exist to configure systems, applications and processes to restrict access to sensitive/regulated data.",Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-08.1,Sensitive / Regulated Data Actions,"Automated mechanisms exist to generate event logs whenever sensitive/regulated data is collected, created, updated, deleted and/or archived.",Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-01,Change Management Program ,Mechanisms exist to facilitate the implementation of a change management program.,Information Security Governance,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02,Configuration Change Control ,Mechanisms exist to govern the technical configuration change control processes.,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.1,Prohibition Of Changes,"Mechanisms exist to prohibit unauthorized changes, unless organization-approved change requests are received.",Information Security Governance,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.2,"Test, Validate & Document Changes ",Mechanisms exist to appropriately test and document proposed changes in a non-production environment before changes are implemented in a production environment.,Information Security Governance,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.3,Cybersecurity & Data Protection Representative for Asset Lifecycle Changes,Mechanisms exist to include a cybersecurity and/or data privacy representative in the configuration change control review process.,Data Privacy & Protection,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.4,Automated Security Response,Automated mechanisms exist to implement remediation actions upon the detection of unauthorized baseline configurations change(s).,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-02.5,Cryptographic Management,Mechanisms exist to govern assets involved in providing cryptographic protections according to the organization's configuration management processes. ,Data Privacy & Protection,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-03,Security Impact Analysis for Changes ,"Mechanisms exist to analyze proposed changes for potential security impacts, prior to the implementation of the change.",Critical Infrastructure Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04,Access Restriction For Change,Mechanisms exist to enforce configuration restrictions in an effort to restrict the ability of users to conduct unauthorized changes.,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.1,Automated Access Enforcement / Auditing ,Mechanisms exist to perform after-the-fact reviews of configuration change logs to discover any unauthorized changes.,Information Security Governance,3,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.2,Signed Components ,Mechanisms exist to prevent the installation of software and firmware components without verification that the component has been digitally signed using an organization-approved certificate authority.,Data Privacy & Protection,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.3,Dual Authorization for Change,Mechanisms exist to enforce a two-person rule for implementing changes to critical assets.,Identity and Access Management,6,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.4,Permissions To Implement Changes,Mechanisms exist to limit operational privileges for implementing changes.,Information Security Governance,6,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-04.5,Library Privileges,Mechanisms exist to restrict software library privileges to those individuals with a pertinent business need for access. ,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-05,Stakeholder Notification of Changes ,Mechanisms exist to ensure stakeholders are made aware of and understand the impact of proposed changes. ,Critical Infrastructure Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-06,Control Functionality Verification,Mechanisms exist to verify the functionality of cybersecurity and/or data privacy controls following implemented changes to ensure applicable controls operate as designed. ,Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-06.1,Report Verification Results,Mechanisms exist to report the results of cybersecurity & data privacy function verification to appropriate organizational management.,Data Privacy & Protection,5,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-07,Emergency Changes,"Mechanisms exist to govern change management procedures for ""emergency"" changes.",Information Security Governance,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CHG-07.1,Documenting Emergency Changes,"Mechanisms exist to document the results of ""emergency"" changes, including an explanation for why standard change management procedures could not be followed.",Critical Infrastructure Protection,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01,Cloud Services,Mechanisms exist to facilitate the implementation of cloud management controls to ensure cloud instances are secure and in-line with industry practices. ,Cloud & Platform Security,10,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01.1,Cloud Infrastructure Onboarding,"Mechanisms exist to ensure cloud services are designed and configured so systems, applications and processes are secured in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",Cloud & Platform Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-01.2,Cloud Infrastructure Offboarding,"Mechanisms exist to ensure cloud services are decommissioned so that data is securely transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",Cloud & Platform Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-02,Cloud Security Architecture ,"Mechanisms exist to ensure the cloud security architecture supports the organization's technology strategy to securely design, configure and maintain cloud employments. ",Cloud & Platform Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-03,Cloud Infrastructure Security Subnet,Mechanisms exist to host security-specific technologies in a dedicated subnet.,Cloud & Platform Security,6,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-04,Application Programming Interface (API) Security ,Mechanisms exist to ensure support for secure interoperability between components with Application & Program Interfaces (APIs).,Cloud & Platform Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-04.1,API Gateway,,Cloud & Platform Security,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CLD-05,Virtual Machine Images ,Mechanisms exist to ensure the integrity of virtual machine images at all times. ,Cloud & Platform Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
